Identifiant_Accident,date,Annee_Accident,Mois_Accident,Jour_Accident,Heure_Minutes_Accident,Departement,Commune,Latitude,Longitude,Localisation,Intersection,Categorie_Route,Régime_Circulation,Amenagement_Infrastructure,Situation_Accident,coord,Metropole
200800039461,2008-07-03,2008,juillet,jeudi,,38,38516,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800039471,2008-07-16,2008,juillet,mercredi,1900-01-01 15:25:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800039479,2008-07-26,2008,juillet,samedi,1900-01-01 13:40:00,38,38169,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800039483,2008-07-30,2008,juillet,mercredi,1900-01-01 19:40:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200800040232,2008-07-01,2008,juillet,mardi,,67,67218,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800040236,2008-07-02,2008,juillet,mercredi,1900-01-01 10:15:00,67,67482,0.0,0.0,En agglomération,Intersection en Y,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800040237,2008-07-02,2008,juillet,mercredi,1900-01-01 11:45:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800040249,2008-07-09,2008,juillet,mercredi,,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800040251,2008-07-10,2008,juillet,jeudi,1900-01-01 11:30:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800040259,2008-07-15,2008,juillet,mardi,1900-01-01 16:20:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800040261,2008-07-18,2008,juillet,vendredi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800040264,2008-07-19,2008,juillet,samedi,1900-01-01 11:17:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800040265,2008-07-20,2008,juillet,dimanche,1900-01-01 11:45:00,67,67204,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Strasbourg
200800044262,2008-08-22,2008,août,vendredi,1900-01-01 17:50:00,38,38151,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200800044306,2008-08-09,2008,août,samedi,1900-01-01 13:03:00,38,38544,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800044906,2008-08-02,2008,août,samedi,1900-01-01 12:20:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800044909,2008-08-05,2008,août,mardi,,67,67447,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Strasbourg
200800044910,2008-08-06,2008,août,mercredi,1900-01-01 12:45:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800044914,2008-08-09,2008,août,samedi,1900-01-01 10:35:00,67,67218,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800044915,2008-08-09,2008,août,samedi,1900-01-01 14:25:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800044922,2008-08-24,2008,août,dimanche,1900-01-01 11:40:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800044932,2008-08-29,2008,août,vendredi,1900-01-01 12:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800044933,2008-08-30,2008,août,samedi,1900-01-01 17:00:00,67,67218,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800044935,2008-08-30,2008,août,samedi,1900-01-01 17:20:00,67,67218,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800046212,2008-08-20,2008,août,mercredi,1900-01-01 18:15:00,38,38153,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800046213,2008-08-09,2008,août,samedi,1900-01-01 12:15:00,38,38503,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800046218,2008-08-10,2008,août,dimanche,,38,38416,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800046226,2008-08-02,2008,août,samedi,1900-01-01 12:45:00,38,38138,45.729,5.255,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Aucun,"45.729, 5.255",Autre
200800046236,2008-08-21,2008,août,jeudi,,38,38406,45.442,5.093,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.442, 5.093",Autre
200800046493,2008-08-03,2008,août,dimanche,1900-01-01 15:30:00,67,67520,48.642,7.446,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"48.642, 7.446",Autre
200800046499,2008-08-21,2008,août,jeudi,1900-01-01 21:15:00,67,67434,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800046507,2008-08-31,2008,août,dimanche,1900-01-01 18:00:00,67,67239,48.26,7.411,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"48.26, 7.411",Autre
200800047910,2008-08-04,2008,août,lundi,,38,38052,45.071,6.043,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.071, 6.043",Autre
200800047911,2008-08-12,2008,août,mardi,1900-01-01 18:45:00,38,38177,45.07,6.043,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Aucun,"45.07, 6.043",Autre
200800047990,2008-08-10,2008,août,dimanche,1900-01-01 16:15:00,67,67152,48.524,7.684,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.524, 7.684",Strasbourg
200800047994,2008-08-28,2008,août,jeudi,1900-01-01 17:15:00,67,67343,48.611,7.679,Hors agglomération,Giratoire,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"48.611, 7.679",Autre
200800047998,2008-08-28,2008,août,jeudi,1900-01-01 21:00:00,38,38530,45.617,5.175,En agglomération,Autre intersection,Voie Communales,Bidirectionnelle,Aucun,Sur trottoir,"45.617, 5.175",Grenoble
200800048260,2008-09-21,2008,septembre,dimanche,1900-01-01 12:00:00,38,38520,0.0,0.0,En agglomération,Autre intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800048262,2008-09-19,2008,septembre,vendredi,1900-01-01 14:00:00,38,38139,45.74,5.462,Hors agglomération,Intersection en X,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.74, 5.462",Autre
200800048267,2008-09-02,2008,septembre,mardi,1900-01-01 12:15:00,38,38110,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800048491,2008-09-26,2008,septembre,vendredi,1900-01-01 16:00:00,67,67119,48.68,7.69,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.68, 7.69",Strasbourg
200800048492,2008-09-01,2008,septembre,lundi,1900-01-01 17:30:00,67,67202,48.76,7.584,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.76, 7.584",Autre
200800049693,2008-09-20,2008,septembre,samedi,1900-01-01 23:00:00,67,67014,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800050542,2008-09-17,2008,septembre,mercredi,1900-01-01 20:20:00,38,38421,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200800050549,2008-09-23,2008,septembre,mardi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800050551,2008-09-25,2008,septembre,jeudi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800051250,2008-09-03,2008,septembre,mercredi,1900-01-01 13:48:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800051258,2008-09-08,2008,septembre,lundi,1900-01-01 18:10:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800051259,2008-09-08,2008,septembre,lundi,1900-01-01 19:35:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800051263,2008-09-09,2008,septembre,mardi,1900-01-01 16:40:00,67,67482,0.0,0.0,En agglomération,Place,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800051273,2008-09-17,2008,septembre,mercredi,1900-01-01 12:15:00,67,67365,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800051275,2008-09-17,2008,septembre,mercredi,1900-01-01 15:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800051276,2008-09-18,2008,septembre,jeudi,,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800051277,2008-09-18,2008,septembre,jeudi,1900-01-01 13:10:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur trottoir,"0.0, 0.0",Strasbourg
200800051279,2008-09-18,2008,septembre,jeudi,1900-01-01 17:30:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800051280,2008-09-19,2008,septembre,vendredi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800051281,2008-09-19,2008,septembre,vendredi,1900-01-01 14:35:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Zone piétonne,Sur chaussée,"0.0, 0.0",Strasbourg
200800051293,2008-09-27,2008,septembre,samedi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800055745,2008-10-12,2008,octobre,dimanche,1900-01-01 17:30:00,38,38457,45.329,5.268,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.329, 5.268",Autre
200800055746,2008-10-25,2008,octobre,samedi,1900-01-01 14:30:00,38,38505,45.301,5.14,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Aucun,"45.301, 5.14",Autre
200800055751,2008-10-15,2008,octobre,mercredi,,38,38380,45.47,5.352,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"45.47, 5.352",Autre
200800055962,2008-10-07,2008,octobre,mardi,1900-01-01 15:45:00,67,67073,48.28,7.401,En agglomération,Giratoire,Route nationale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"48.28, 7.401",Autre
200800058172,2008-10-01,2008,octobre,mercredi,1900-01-01 17:35:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800058180,2008-10-11,2008,octobre,samedi,1900-01-01 15:10:00,38,38169,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800058181,2008-10-13,2008,octobre,lundi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200800059200,2008-10-03,2008,octobre,vendredi,1900-01-01 18:00:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059201,2008-10-04,2008,octobre,samedi,1900-01-01 12:55:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059207,2008-10-08,2008,octobre,mercredi,1900-01-01 19:00:00,67,67447,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800059209,2008-10-08,2008,octobre,mercredi,1900-01-01 22:00:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059212,2008-10-09,2008,octobre,jeudi,1900-01-01 16:20:00,67,67218,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A chaussées séparées,Voie ferrée,Sur chaussée,"0.0, 0.0",Strasbourg
200800059219,2008-10-13,2008,octobre,lundi,1900-01-01 18:40:00,67,67447,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059222,2008-10-14,2008,octobre,mardi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059225,2008-10-15,2008,octobre,mercredi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059233,2008-10-17,2008,octobre,vendredi,1900-01-01 13:30:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059240,2008-10-19,2008,octobre,dimanche,1900-01-01 17:55:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Voies d’affectation variable,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059244,2008-10-21,2008,octobre,mardi,1900-01-01 20:00:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800059253,2008-10-28,2008,octobre,mardi,1900-01-01 19:00:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A chaussées séparées,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800062306,2008-11-21,2008,novembre,vendredi,1900-01-01 21:00:00,38,38405,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800062330,2008-11-08,2008,novembre,samedi,1900-01-01 15:00:00,38,38298,45.378,4.795,En agglomération,Giratoire,Route nationale,A sens unique,Carrefour aménagé,Sur chaussée,"45.378, 4.795",Autre
200800062332,2008-11-20,2008,novembre,jeudi,1900-01-01 15:30:00,38,38072,45.324,4.813,Hors agglomération,Giratoire,Route nationale,A sens unique,Bretelle d’échangeur,Sur chaussée,"45.324, 4.813",Autre
200800062486,2008-11-25,2008,novembre,mardi,,67,67130,48.41,7.64,Hors agglomération,Hors intersection,Route Départementale,A chaussées séparées,Aucun,Sur chaussée,"48.41, 7.64",Autre
200800062487,2008-11-25,2008,novembre,mardi,1900-01-01 13:30:00,67,67130,48.42,7.7,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.42, 7.7",Autre
200800063618,2008-11-25,2008,novembre,mardi,1900-01-01 13:30:00,67,67106,48.769,7.954,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"48.769, 7.954",Autre
200800064186,2008-11-04,2008,novembre,mardi,1900-01-01 15:25:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800064194,2008-11-08,2008,novembre,samedi,1900-01-01 15:05:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800064197,2008-11-12,2008,novembre,mercredi,1900-01-01 12:30:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800064203,2008-11-19,2008,novembre,mercredi,1900-01-01 19:10:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800064205,2008-11-21,2008,novembre,vendredi,1900-01-01 18:05:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800064206,2008-11-21,2008,novembre,vendredi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Voie ferrée,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800064475,2008-11-19,2008,novembre,mercredi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800065153,2008-11-30,2008,novembre,dimanche,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800065226,2008-11-27,2008,novembre,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800069170,2008-12-06,2008,décembre,samedi,,38,38158,45.159,5.75,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"45.159, 5.75",Grenoble
200800069171,2008-12-02,2008,décembre,mardi,1900-01-01 13:30:00,38,38317,0.0,0.0,En agglomération,Hors intersection,Route nationale,A chaussées séparées,Aucun,Sur chaussée,"0.0, 0.0",Autre
200800069200,2008-12-27,2008,décembre,samedi,1900-01-01 11:15:00,38,38097,45.771,5.197,En agglomération,Giratoire,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.771, 5.197",Autre
200800069840,2008-12-09,2008,décembre,mardi,1900-01-01 20:15:00,38,38397,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Autre
200800071310,2008-12-16,2008,décembre,mardi,1900-01-01 16:30:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800071313,2008-12-20,2008,décembre,samedi,,38,38185,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200800072096,2008-12-01,2008,décembre,lundi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800072098,2008-12-01,2008,décembre,lundi,1900-01-01 17:25:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800072102,2008-12-03,2008,décembre,mercredi,1900-01-01 14:30:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800072120,2008-12-12,2008,décembre,vendredi,1900-01-01 18:40:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800072126,2008-12-18,2008,décembre,jeudi,1900-01-01 13:39:00,67,67447,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800072128,2008-12-19,2008,décembre,vendredi,1900-01-01 11:10:00,67,67447,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800072136,2008-12-23,2008,décembre,mardi,1900-01-01 19:40:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200800072137,2008-12-23,2008,décembre,mardi,1900-01-01 22:20:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200800072138,2008-12-24,2008,décembre,mercredi,1900-01-01 15:10:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200900006451,2009-01-09,2009,janvier,vendredi,1900-01-01 17:30:00,67,67482,4e-05,0.0,En agglomération,Intersection en X,Voie Communales,A chaussées séparées,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900006453,2009-01-30,2009,janvier,vendredi,,67,67482,4e-05,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900006457,2009-01-08,2009,janvier,jeudi,1900-01-01 12:20:00,67,67482,4e-05,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900006458,2009-01-30,2009,janvier,vendredi,1900-01-01 13:45:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200900006463,2009-01-13,2009,janvier,mardi,1900-01-01 18:20:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200900006472,2009-01-22,2009,janvier,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200900006474,2009-01-28,2009,janvier,mercredi,1900-01-01 18:40:00,67,67482,4e-05,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900006477,2009-01-22,2009,janvier,jeudi,1900-01-01 17:50:00,67,67447,0.0,0.0,En agglomération,Autre intersection,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200900006488,2009-01-13,2009,janvier,mardi,1900-01-01 16:45:00,67,67028,4e-05,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Autre
200900006503,2009-01-28,2009,janvier,mercredi,1900-01-01 20:00:00,67,67482,4e-05,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900007337,2009-01-30,2009,janvier,vendredi,1900-01-01 10:35:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A chaussées séparées,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200900007376,2009-01-30,2009,janvier,vendredi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200900007385,2009-02-04,2009,février,mercredi,1900-01-01 11:15:00,38,38068,4e-05,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur piste cyclable,"4e-05, 0.0",Grenoble
200900007407,2009-02-03,2009,février,mardi,1900-01-01 16:10:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200900008591,2009-03-14,2009,mars,samedi,1900-01-01 17:00:00,38,38198,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200900008599,2009-03-20,2009,mars,vendredi,1900-01-01 17:45:00,38,38454,0.0,0.0,Hors agglomération,Passage à niveau,Autre,Bidirectionnelle,Voie ferrée,Sur chaussée,"0.0, 0.0",Autre
200900008611,2009-03-15,2009,mars,dimanche,1900-01-01 10:30:00,38,38176,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200900011205,2009-02-07,2009,février,samedi,,67,67028,4e-05,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"4e-05, 0.0",Autre
200900011207,2009-02-11,2009,février,mercredi,,67,67482,4e-05,0.0,En agglomération,Intersection en X,Voie Communales,A chaussées séparées,Aucun,Sur trottoir,"4e-05, 0.0",Strasbourg
200900011218,2009-02-12,2009,février,jeudi,,67,67482,4e-05,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900011220,2009-02-13,2009,février,vendredi,,67,67482,4e-05,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900011237,2009-02-16,2009,février,lundi,1900-01-01 18:25:00,67,67447,4e-05,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900011239,2009-02-18,2009,février,mercredi,1900-01-01 12:10:00,67,67482,4e-05,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"4e-05, 0.0",Strasbourg
200900011243,2009-02-24,2009,février,mardi,1900-01-01 20:15:00,67,67482,4e-05,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"4e-05, 0.0",Strasbourg
