Identifiant_Accident,date,Annee_Accident,Mois_Accident,Jour_Accident,Heure_Minutes_Accident,Departement,Commune,Latitude,Longitude,Localisation,Intersection,Categorie_Route,Régime_Circulation,Amenagement_Infrastructure,Situation_Accident,coord,Metropole
200500044748,2005-07-13,2005,juillet,mercredi,1900-01-01 13:30:00,38,38516,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500044756,2005-07-25,2005,juillet,lundi,1900-01-01 18:30:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500044759,2005-07-28,2005,juillet,jeudi,1900-01-01 19:15:00,38,38185,0.0,0.0,En agglomération,Autre intersection,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Grenoble
200500045617,2005-07-01,2005,juillet,vendredi,1900-01-01 17:40:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur trottoir,"0.0, 0.0",Strasbourg
200500045619,2005-07-03,2005,juillet,dimanche,1900-01-01 20:15:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500045621,2005-07-04,2005,juillet,lundi,,67,67447,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500045624,2005-07-05,2005,juillet,mardi,1900-01-01 14:35:00,67,67482,0.0,0.0,En agglomération,Giratoire,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500045632,2005-07-08,2005,juillet,vendredi,,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500045634,2005-07-08,2005,juillet,vendredi,1900-01-01 14:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500045640,2005-07-11,2005,juillet,lundi,1900-01-01 11:55:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500045641,2005-07-11,2005,juillet,lundi,1900-01-01 19:43:00,67,67482,0.0,0.0,En agglomération,Intersection en Y,Voie Communales,A sens unique,Carrefour aménagé,Sur trottoir,"0.0, 0.0",Strasbourg
200500045647,2005-07-12,2005,juillet,mardi,1900-01-01 16:40:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500045653,2005-07-19,2005,juillet,mardi,,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500045660,2005-07-27,2005,juillet,mercredi,1900-01-01 12:30:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Zone piétonne,Sur trottoir,"0.0, 0.0",Strasbourg
200500048904,2005-08-30,2005,août,mardi,,38,38317,0.0,0.0,En agglomération,Giratoire,Autre,Bidirectionnelle,Carrefour aménagé,Sur piste cyclable,"0.0, 0.0",Autre
200500048925,2005-08-13,2005,août,samedi,1900-01-01 16:45:00,38,38554,45.725,5.241,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"45.725, 5.241",Autre
200500048933,2005-08-29,2005,août,lundi,1900-01-01 15:45:00,38,38300,45.394,5.184,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"45.394, 5.184",Autre
200500049207,2005-08-20,2005,août,samedi,1900-01-01 11:45:00,67,67101,48.531,7.5,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"48.531, 7.5",Autre
200500049220,2005-08-09,2005,août,mardi,1900-01-01 17:30:00,67,67539,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500050181,2005-08-11,2005,août,jeudi,,67,67309,48.646,7.717,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.646, 7.717",Autre
200500051397,2005-08-13,2005,août,samedi,1900-01-01 19:10:00,38,38053,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Aucun,"0.0, 0.0",Autre
200500051401,2005-08-05,2005,août,vendredi,1900-01-01 14:50:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500051407,2005-08-12,2005,août,vendredi,1900-01-01 19:00:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500051418,2005-08-31,2005,août,mercredi,1900-01-01 16:25:00,38,38185,0.0,0.0,Hors agglomération,Hors intersection,Autre,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500052218,2005-08-05,2005,août,vendredi,1900-01-01 18:10:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Autre,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500052226,2005-08-10,2005,août,mercredi,1900-01-01 15:00:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500052229,2005-08-15,2005,août,lundi,1900-01-01 17:50:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500052233,2005-08-23,2005,août,mardi,1900-01-01 16:10:00,67,67447,0.0,0.0,Hors agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500052234,2005-08-24,2005,août,mercredi,1900-01-01 17:30:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500052235,2005-08-25,2005,août,jeudi,,67,67482,0.0,0.0,En agglomération,Intersection en Y,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500052237,2005-08-25,2005,août,jeudi,1900-01-01 12:35:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Zone piétonne,Sur chaussée,"0.0, 0.0",Strasbourg
200500052241,2005-08-29,2005,août,lundi,1900-01-01 12:30:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500054984,2005-09-01,2005,septembre,jeudi,1900-01-01 10:00:00,38,38472,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500054991,2005-09-12,2005,septembre,lundi,1900-01-01 11:30:00,38,38113,44.829,5.624,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"44.829, 5.624",Autre
200500055018,2005-09-09,2005,septembre,vendredi,1900-01-01 20:45:00,38,38097,45.772,5.195,En agglomération,Autre intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"45.772, 5.195",Autre
200500055250,2005-09-28,2005,septembre,mercredi,,67,67046,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500056084,2005-09-24,2005,septembre,samedi,1900-01-01 22:30:00,38,38485,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058414,2005-09-03,2005,septembre,samedi,1900-01-01 12:35:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058425,2005-09-11,2005,septembre,dimanche,,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur bande d’arrêt d’urgence,"0.0, 0.0",Grenoble
200500058430,2005-09-13,2005,septembre,mardi,1900-01-01 21:25:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058437,2005-09-15,2005,septembre,jeudi,1900-01-01 18:00:00,38,38169,0.0,0.0,Hors agglomération,Intersection en X,Route nationale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058438,2005-09-15,2005,septembre,jeudi,1900-01-01 18:30:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058439,2005-09-16,2005,septembre,vendredi,1900-01-01 13:00:00,38,38151,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058442,2005-09-17,2005,septembre,samedi,1900-01-01 10:50:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058452,2005-09-22,2005,septembre,jeudi,1900-01-01 16:10:00,38,38179,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058453,2005-09-22,2005,septembre,jeudi,1900-01-01 17:10:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058456,2005-09-26,2005,septembre,lundi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500058461,2005-09-27,2005,septembre,mardi,1900-01-01 17:00:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500058464,2005-09-28,2005,septembre,mercredi,1900-01-01 19:25:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500059409,2005-09-05,2005,septembre,lundi,1900-01-01 19:00:00,67,67180,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500059416,2005-09-02,2005,septembre,vendredi,1900-01-01 12:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059420,2005-09-04,2005,septembre,dimanche,1900-01-01 15:00:00,67,67267,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059426,2005-09-06,2005,septembre,mardi,1900-01-01 19:10:00,67,67482,0.0,0.0,Hors agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059431,2005-09-08,2005,septembre,jeudi,,67,67447,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059432,2005-09-08,2005,septembre,jeudi,1900-01-01 20:15:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500059433,2005-09-09,2005,septembre,vendredi,1900-01-01 18:01:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500059449,2005-09-19,2005,septembre,lundi,,67,67482,0.0,0.0,Hors agglomération,Intersection en T,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059458,2005-09-22,2005,septembre,jeudi,1900-01-01 16:00:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500059461,2005-09-23,2005,septembre,vendredi,1900-01-01 16:30:00,67,67218,0.0,0.0,Hors agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Pont - autopont,Sur chaussée,"0.0, 0.0",Strasbourg
200500059467,2005-09-26,2005,septembre,lundi,1900-01-01 17:45:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059468,2005-09-28,2005,septembre,mercredi,,67,67043,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059470,2005-09-28,2005,septembre,mercredi,1900-01-01 19:45:00,67,67482,0.0,0.0,En agglomération,Intersection à plus de 4 branches,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059473,2005-09-29,2005,septembre,jeudi,1900-01-01 14:15:00,67,67218,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500059475,2005-09-29,2005,septembre,jeudi,1900-01-01 20:20:00,67,67447,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500062166,2005-09-22,2005,septembre,jeudi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500063470,2005-10-27,2005,octobre,jeudi,1900-01-01 13:15:00,38,38336,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur accotement,"0.0, 0.0",Autre
200500063704,2005-10-21,2005,octobre,vendredi,1900-01-01 18:15:00,67,67914,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500063728,2005-10-04,2005,octobre,mardi,1900-01-01 14:30:00,67,67295,0.0,0.0,Hors agglomération,Intersection en T,Route Départementale,Bidirectionnelle,Carrefour aménagé,Aucun,"0.0, 0.0",Autre
200500063730,2005-10-24,2005,octobre,lundi,1900-01-01 16:00:00,67,67544,0.0,0.0,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500064436,2005-10-22,2005,octobre,samedi,1900-01-01 13:40:00,67,67283,48.701,7.377,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"48.701, 7.377",Autre
200500066361,2005-10-05,2005,octobre,mercredi,1900-01-01 18:50:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500066362,2005-10-06,2005,octobre,jeudi,,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500066366,2005-10-07,2005,octobre,vendredi,1900-01-01 12:40:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500066367,2005-10-07,2005,octobre,vendredi,,38,38151,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500066369,2005-10-09,2005,octobre,dimanche,1900-01-01 11:25:00,38,38185,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500066371,2005-10-11,2005,octobre,mardi,1900-01-01 12:50:00,38,38421,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500066372,2005-10-13,2005,octobre,jeudi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500066383,2005-10-21,2005,octobre,vendredi,1900-01-01 11:00:00,38,38151,0.0,0.0,En agglomération,Intersection en X,Autoroute,A chaussées séparées,Bretelle d’échangeur,Sur chaussée,"0.0, 0.0",Grenoble
200500066398,2005-10-08,2005,octobre,samedi,1900-01-01 16:50:00,38,38563,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500067422,2005-10-03,2005,octobre,lundi,1900-01-01 11:40:00,67,67267,0.0,0.0,En agglomération,Giratoire,Voie Communales,A sens unique,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500067429,2005-10-07,2005,octobre,vendredi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067434,2005-10-11,2005,octobre,mardi,1900-01-01 11:25:00,67,67204,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067435,2005-10-11,2005,octobre,mardi,1900-01-01 16:00:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067443,2005-10-14,2005,octobre,vendredi,1900-01-01 14:55:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Voies d’affectation variable,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067444,2005-10-14,2005,octobre,vendredi,1900-01-01 16:20:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067454,2005-10-18,2005,octobre,mardi,1900-01-01 10:55:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur trottoir,"0.0, 0.0",Strasbourg
200500067457,2005-10-18,2005,octobre,mardi,1900-01-01 17:30:00,67,67267,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067458,2005-10-18,2005,octobre,mardi,1900-01-01 17:10:00,67,67482,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"0.0, 0.0",Strasbourg
200500067462,2005-10-19,2005,octobre,mercredi,1900-01-01 18:00:00,67,67482,0.0,0.0,En agglomération,Intersection à plus de 4 branches,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067464,2005-10-20,2005,octobre,jeudi,1900-01-01 17:30:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A chaussées séparées,Aucun,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500067465,2005-10-20,2005,octobre,jeudi,1900-01-01 17:31:00,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,A sens unique,Carrefour aménagé,Sur piste cyclable,"0.0, 0.0",Strasbourg
200500067470,2005-10-24,2005,octobre,lundi,1900-01-01 14:55:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067471,2005-10-25,2005,octobre,mardi,,67,67482,0.0,0.0,En agglomération,Intersection en X,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067473,2005-10-26,2005,octobre,mercredi,,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500067477,2005-10-27,2005,octobre,jeudi,1900-01-01 16:30:00,67,67482,0.0,0.0,En agglomération,Hors intersection,Voie Communales,A sens unique,Aucun,Sur accotement,"0.0, 0.0",Strasbourg
200500067479,2005-10-28,2005,octobre,vendredi,,67,67447,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Strasbourg
200500071206,2005-11-16,2005,novembre,mercredi,1900-01-01 15:30:00,38,38538,0.0,0.0,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Grenoble
200500071245,2005-11-16,2005,novembre,mercredi,1900-01-01 16:00:00,38,38363,45.34,5.06,En agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Carrefour aménagé,Sur chaussée,"45.34, 5.06",Autre
200500071438,2005-11-26,2005,novembre,samedi,1900-01-01 15:00:00,67,67065,48.585,7.611,Hors agglomération,Hors intersection,Route Départementale,Bidirectionnelle,Aucun,Sur chaussée,"48.585, 7.611",Strasbourg
200500073693,2005-11-07,2005,novembre,lundi,1900-01-01 15:30:00,38,38516,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur chaussée,"0.0, 0.0",Autre
200500073706,2005-11-17,2005,novembre,jeudi,,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Pont - autopont,Sur trottoir,"0.0, 0.0",Grenoble
200500073707,2005-11-17,2005,novembre,jeudi,1900-01-01 12:15:00,38,38185,0.0,0.0,En agglomération,Hors intersection,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
200500073716,2005-11-21,2005,novembre,lundi,1900-01-01 11:45:00,38,38421,0.0,0.0,En agglomération,Intersection en T,Voie Communales,Bidirectionnelle,Aucun,Sur piste cyclable,"0.0, 0.0",Grenoble
